"ParkName","UnitCode","ParkType","NPFlag","Region","States","latitude","longitude","DateCreated","Age","NPS.Fee.Acres","Private.Acres","Gross.Area.Acres","RecreationVisitsTotal2019","RecreationHoursTotal2019","AvgMonthlyVisits2019","AvgMonthlyHours2019","activities","topics","entranceFees"
"Little Bighorn Battlefield","LIBI","National Monument",0,"Intermountain ","MT","45.55633048","-107.4183614",1886-12-07,134,"765.34","0","765.34","241,304","241,304",20108.6666666667,20108.6666666667,"Bookstore and Park Store, Guided Tours, Junior Ranger Program, Museum Exhibits, Self-Guided Tours - Auto, Self-Guided Tours - Walking, Shopping","Cavalry, Grasslands, Indian and Frontier Wars, Indigenous and Native Warrior, Military, Monuments and Memorials, Wars and Conflicts","Individual Entrance Fee (15.0000), Private Vehicle Entrance Fee (25.0000), Commercial Sedan Entrance Fee (1-6) (25.0000), Commercial Van / Mini-Bus Entrance Fee (7-25) (40.0000), Commercial Bus Entrance Fee (regardless of occupancy) (100.0000)"
"Lincoln Boyhood","LIBO","National Memorial",0,"Midwest ","IN","38.11817004","-86.99656861",1962-02-19,59,"185.68","7.9","199.96","138,714","156,053",11559.5,13004.4166666667,"Arts and Culture, Cultural Demonstrations, Front-Country Hiking, Guided Tours, Hiking, Living History, Museum Exhibits, Park Film, Self-Guided Tours - Walking","Monuments and Memorials, Presidents",NA
"Lincoln Home","LIHO","National Historic Site",0,"Midwest ","IL","39.79715642","-89.64513397",1971-08-18,49,"12.03","0.21","12.24","197,816","175,683",16484.6666666667,14640.25,"Arts and Crafts, Arts and Culture, Birdwatching, Bookstore and Park Store, Cultural Demonstrations, First Person Interpretation, Gift Shop and Souvenirs, Guided Tours, Hands-On, Historic Weapons Demonstration, Junior Ranger Program, Living History, Museum Exhibits, Park Film, Reenactments, Self-Guided Tours - Walking, Shopping, Wildlife Watching","Abolition Movement, African American Heritage, Archeology, Assassinations, Civil Rights, Civil War, Enslavement, Presidents, Schools and Education, Social Movements, Tragic Events, Wars and Conflicts, Women's History","Parking lot fee (2.0000)"
"Lincoln Memorial","LINC","",0,"National Capital ","DC","38.88927229","-77.05017778",1911-02-09,110,"7.29","0","7.29","7,808,182","3,904,090",650681.833333333,325340.833333333,"Guided Tours, Junior Ranger Program","Architecture and Building, Arts, Civil Rights, Civil War, Painting, Presidents, Sculpture, Social Movements, Wars and Conflicts","No Entrance Fee (0.0000)"
"Little River Canyon","LIRI","National Preserve",0,"Southeast ","AL","34.41461863","-85.61734327",1992-10-21,28,"11,157.12","833.31","15,291.63","649,986","1,587,719",54165.5,132309.916666667,"Auto and ATV, Backcountry Hiking, Biking, Birdwatching, Canoeing, Climbing, Fishing, Fly Fishing, Food, Freshwater Fishing, Freshwater Swimming, Front-Country Hiking, Hiking, Horse Trekking, Horseback Riding, Hunting, Hunting and Gathering, Junior Ranger Program, Kayaking, Paddling, Picnicking, Road Biking, Rock Climbing, Scenic Driving, Swimming, Wildlife Watching","Animals, Birds, Canyons and Canyonlands, Endangered, Fire, Fish, Mountains, Natural Sounds, Rare, River and Riparian, Scenic Views, Unique Species, Waterfalls, Watersheds","Canyon Mouth Park picnic area (15.0000)"
"Lower Delaware","LODE","National Wild and Scenic River",0,NA,"PA,NJ","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Auto and ATV, Boating, Camping, Fishing, Food, Hiking, Junior Ranger Program, Paddling, Picnicking, Scenic Driving","American Revolution, American Revolutionary War, Animals, Canals, Forests and Woodlands, Geology, Military, River and Riparian, Scenic Views, Trails, Transportation, Wars and Conflicts, Wetlands","Entrance Fees (0.0000)"
"Lower East Side Tenement Museum","LOEA","National Historic Site",0,NA,"NY","40.71861134","-73.99001777",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","Lower East Side Tenement Museum Tickets (0.0000)"
"Longfellow House Washington's Headquarters","LONG","National Historic Site",0,"Northeast ","MA","42.37698854","-71.12636956",1972-10-09,48,"1.98","0","1.98","55,012","82,517",4584.33333333333,6876.41666666667,"Arts and Crafts, Arts and Culture, Guided Tours, Hands-On, Junior Ranger Program, Live Music, Museum Exhibits","Abolition Movement, African American Heritage, American Revolution, American Revolutionary War, Architecture and Building, Arts, Civil War, Cold War, Colonial/European Contact Conflicts, Commerce, Enslavement, French and Indian War, Industry, Infantry and Militia, Laborer and Worker, Landscape Design, LGBTQ American Heritage, Military, Native American Heritage, Painting, Photography, Poetry and Literature, Presidents, Religion and Spirituality, Schools and Education, Sculpture, Social Movements, Spanish-American War, Trade, Wars and Conflicts, Women's History, World War I","Fee Information (0.0000)"
"Lowell","LOWE","National Historical Park",0,"Northeast ","MA","42.6455371","-71.31588673",1978-06-05,43,"10.62","104.63","141.67","481,536","739,359",40128,61613.25,"Arts and Crafts, Arts and Culture, Boat Tour, Boat Tour, Boating, Craft Demonstrations, Cultural Demonstrations, Guided Tours, Hands-On, Live Music, Self-Guided Tours - Walking","Canals, Dams, Engineering, Factories, Floods, Immigration, Industry, Labor Movement, Laborer and Worker, Migrant Workers, Mills, Science, Technology and Innovation, Urban America, Women's History","Boott Cotton Mills Museum (6.0000), Canal Boat Tour Fee (12.0000)"
"LBJ Memorial Grove on the Potomac","LYBA","",0,"National Capital ","DC","38.87858036","-77.05145832",1973-12-28,47,"17","0","17","244,246","122,124",20353.8333333333,10177,"Biking, Birdwatching, Canoeing, Hiking, Kayaking, Off-Trail Permitted Hiking, Paddling, Road Biking, Wildlife Watching","Animals, Birds, Civil Rights, Monuments and Memorials, Presidents, Scenic Views, Social Movements, Voting Rights and Suffrage","No Fee (0.0000)"
"Lyndon B Johnson","LYJO","National Historical Park",0,"Intermountain ","TX","30.2519655","-98.60692433",1969-12-02,51,"672.28","894.96","1,571.71","111,972","189,757",9331,15813.0833333333,"Bookstore and Park Store, Guided Tours, Junior Ranger Program, Museum Exhibits, Park Film, Self-Guided Tours - Auto, Shopping","Animals, Architecture and Building, Birds, Birthplace, Burial, Cemetery and Gravesite, Farming and  Agriculture, Fire, Fish, Geology, Grasslands, Groundwater, Presidents, Ranches, River and Riparian, Schools and Education, Trails","Entrance (0.0000)"
"Maine Acadian Culture","MAAC","",0,NA,"ME","47.2831115723","-68.4110870361",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arts and Culture, Fishing, Food, Museum Exhibits","Animals, Birds, Colonization and Settlement, Explorers and Expeditions, Farming and  Agriculture, Forests and Woodlands","Entrance Fee (0.0000)"
"Marsh - Billings - Rockefeller","MABI","National Historical Park",0,"Northeast ","VT","43.63348732","-72.53424638",1992-08-26,28,"555.07","88","643.07","45,979","91,958",3831.58333333333,7663.16666666667,"Arts and Crafts, Arts and Culture, Birdwatching, Bookstore and Park Store, Canoeing, Citizen Science, Compass and GPS, Craft Demonstrations, Cross-Country Skiing, Food, Front-Country Hiking, Gift Shop and Souvenirs, Guided Tours, Hands-On, Hiking, Horse Trekking, Horseback Riding, Junior Ranger Program, Kayaking, Museum Exhibits, Paddling, Park Film, Picnicking, Self-Guided Tours - Walking, Shopping, Skiing, Snow Play, Snowshoeing, Stand Up Paddleboarding, Wildlife Watching","African American Heritage, Animals, Architecture and Building, Arts, Asian American Heritage, Birds, Birthplace, Cats (wild), Civil War, Climate Change, Cold War, Coniferous Forests, Conservation Movement, Deciduous Forests, Enslavement, Farming and  Agriculture, Forests and Woodlands, Geology, Industry, Lakes, Landscape Design, Logging and Timber Cutting, Native American Heritage, Painting, Photography, Poetry and Literature, Religion and Spirituality, Rock Landscapes and Features, Scenic Views, Schools and Education, Sculpture, Social Movements, Trails, Unique Species, Wars and Conflicts, Watersheds, Wetlands, Women's History","Fees for Guided Mansion Tours (8.0000)"
"Mammoth Cave","MACA","National Park",1,"Southeast ","KY","37.19760458","-86.13090198",1926-05-25,95,"52,003.24","1,193.92","54,011.91","551,590","4,381,054",45965.8333333333,365087.833333333,"Astronomy, Backcountry Camping, Backcountry Hiking, Biking, Boating, Bookstore and Park Store, Camping, Canoe or Kayak Camping, Canoe or Kayak Camping, Canoeing, Car or Front Country Camping, Caving, Dining, Fishing, Food, Freshwater Fishing, Front-Country Hiking, Group Camping, Guided Tours, Hands-On, Hiking, Horse Camping (see also camping), Horse Camping (see also Horse/Stock Use), Horse Trekking, Horseback Riding, Kayaking, Paddling, Picnicking, Shopping, Stargazing","African American Heritage, Animals, Birds, Burial, Cemetery and Gravesite, Caves, Caverns and Karst, Enslavement, Fish, Forests and Woodlands, Fossils and Paleontology, Freshwater Springs, Geology, Groundwater, Music, River and Riparian, Rock Landscapes and Features, Trails, Water Trails","Park Entrance Fee (0.0000)"
"Martin Luther King, Jr.","MALU","National Historical Park",0,"Southeast ","GA","33.75618241","-84.37256768",1980-10-10,40,"14.07","14.88","39.17","761,650","1,156,574",63470.8333333333,96381.1666666667,"Arts and Culture, Bookstore and Park Store, Guided Tours, Junior Ranger Program","African American Heritage, Civil Rights, Monuments and Memorials, Voting Rights and Suffrage","NO ADDMISSION FEE (0.0000)"
"Mary McLeod Bethune Council House","MAMC","National Historic Site",0,NA,"DC","38.90819107","-77.03096742",1991-12-11,29,"0.07","0","0.07",NA,NA,NA,NA,"Bookstore and Park Store, Guided Tours, Junior Ranger Program, Museum Exhibits, Park Film, Self-Guided Tours - Walking, Shopping","African American Heritage, Architecture and Building, Civil Rights, Religion and Spirituality, Schools and Education, Social Movements, Voting Rights and Suffrage, Wars and Conflicts, Women's History, World War II","No Fee Required (0.0000)"
"Manassas","MANA","National Battlefield Park",0,"National Capital ","VA","38.81710063","-77.5353468",1936-11-14,84,"4,403.98","647.13","5,073.44","510,427","382,821",42535.5833333333,31901.75,"Fishing, Guided Tours, Hiking, Horse Trekking, Horseback Riding, Junior Ranger Program, Living History, Museum Exhibits, Park Film","Civil War, Military, Monuments and Memorials, Wars and Conflicts","Entrance (0.0000)"
"Manzanar","MANZ","National Historic Site",0,"Pacific West ","CA","36.72559195","-118.1547177",1992-03-03,29,"813.81","0","813.81","97,380","146,069",8115,12172.4166666667,"Birdwatching, Bus/Shuttle Guided Tour, Guided Tours, Junior Ranger Program, Museum Exhibits, Park Film, Self-Guided Tours - Auto, Self-Guided Tours - Walking, Wildlife Watching","Architecture and Building, Arts, Civil Rights, Forced Marches, Immigration, Incarceration, Japanese-American Internment, Migrations, Military, Monuments and Memorials, Painting, Photography, Rock Landscapes and Features, Scenic Views, Social Movements, Tragic Events, Wars and Conflicts, World War II","Entrance Fees (0.0000)"
"Manhattan Project","MAPR","National Historical Park",0,"Intermountain ","NM,WA,TN","39.76948167","-100.8429548",2015-11-10,5,"0","0","113.61","79,870","114,110",6655.83333333333,9509.16666666667,"Guided Tours, Junior Ranger Program, Museum Exhibits","Science, Technology and Innovation, Wars and Conflicts, World War II","Manhattan Project NHP Entrance Fee (0.0000)"
"Martin Van Buren","MAVA","National Historic Site",0,"Northeast ","NY","42.36819596","-73.70834257",1974-10-26,46,"44.53","232.52","284.93","20,623","20,871",1718.58333333333,1739.25,"Arts and Culture, Birdwatching, Bookstore and Park Store, Compass and GPS, Food, Geocaching, Guided Tours, Junior Ranger Program, Park Film, Picnicking, Self-Guided Tours - Walking, Shopping, Wildlife Watching","Presidents","No Entrance Fee (0.0000)"
"Maggie L Walker","MAWA","National Historic Site",0,"Northeast ","VA","37.54781499","-77.43746979",1978-11-10,42,"0.36","0.93","1.29","9,602","14,404",800.166666666667,1200.33333333333,"Bookstore and Park Store, Guided Tours, Junior Ranger Program, Shopping","African American Heritage, Banking, Civil Rights, Civil War, Reconstruction, Social Movements, Wars and Conflicts, Women's History","Fees (0.0000)"
"Mesa Verde","MEVE","National Park",1,"Intermountain ","CO","37.23908345","-108.4624032",1906-06-29,115,"52,253.29","190.87","52,485.17","556,203","3,969,497",46350.25,330791.416666667,"Astronomy, Auto and ATV, Birdwatching, Bookstore and Park Store, Camping, Cross-Country Skiing, Food, Guided Tours, Hiking, Junior Ranger Program, Museum Exhibits, Park Film, Self-Guided Tours - Auto, Self-Guided Tours - Walking, Shopping, Skiing, Snowshoeing, Stargazing, Wildlife Watching","Animals, Archeology, Cliff Dwellings, Fire, Forests and Woodlands, Geology, Native American Heritage, Schools and Education, Trails","Mesa Verde Entrance Fee - Per Vehicle - Summer Season (30.0000), Mesa Verde Entrance Fee - Per Person - Summer Season (15.0000), Mesa Verde Entrance Fee - Per Person - Fall/Winter/Spring (10.0000), Mesa Verde Entrance Fee - Per Vehicle - Fall/Winter/Spring (20.0000), Mesa Verde Entrance Fee - Per Motorcycle - Summer Season (25.0000), Mesa Verde Entrance Fee - Per Motorcycle - Fall/Winter/Spring (15.0000)"
"Mississippi Delta","MIDE","National Heritage Area",0,NA,"MS","33.6042976379395","-90.4317092895508",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arts and Culture, Birdwatching, Canoeing, Dining, Fishing, Food, Freshwater Fishing, Freshwater Swimming, Kayaking, Live Music, Paddling, Swimming, Wildlife Watching","African American Heritage, Animals, Birds, Enslavement, Farming and  Agriculture, Fish, Music, Native American Heritage, Plantations, Religion and Spirituality, River and Riparian","N/A (0.0000)"
"Mississippi Gulf","MIGU","National Heritage Area",0,NA,"MS","30.6482753753662","-89.1123809814453",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arts and Culture, Birdwatching, Boating, Canoeing, Fishing, Kayaking, Paddling, Swimming, Wildlife Watching","Animals, Arts, Birds, Climate Change, Coastal Defenses, Coasts, Islands and Atolls, Fish, Floods, Forts, Lighthouses, Maritime, Maritime - Military, Marshes, Oceans, Painting, Rare, Swamps, Tragic Events, Trails, Unique Species, Water Trails, Wetlands","N/A (0.0000)"
"Mississippi Hills","MIHI","National Heritage Area",0,NA,"MS","34.0813598632813","-89.0573120117188",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arts and Culture, Biking, Boating, Camping, Canoeing, Fishing, Freshwater Swimming, Front-Country Hiking, Hiking, Kayaking, Paddling, Road Biking, Swimming","African American Heritage, Birthplace, Civil War, Deciduous Forests, Farming and  Agriculture, Forests and Woodlands, Music, Native American Heritage, Wars and Conflicts","N/A (0.0000)"
"Minidoka","MIIN","National Historic Site",0,"Pacific West ","ID,WA","42.80586068","-114.4449868",2001-09-19,19,"299.79","0","396.3","13,647","23,497",1137.25,1958.08333333333,"Junior Ranger Program, Museum Exhibits, Self-Guided Tours - Walking","Incarceration, Japanese-American Internment, World War II","Minidoka Entrance Fee (0.0000)"
"Minute Man","MIMA","National Historical Park",0,"Northeast ","MA","42.4562778","-71.30738884",1959-04-14,62,"787.69","100.29","1,027.76","1,017,326","1,525,989",84777.1666666667,127165.75,"Front-Country Hiking, Hands-On, Hiking, Historic Weapons Demonstration, Living History, Museum Exhibits, Park Film","Abolition Movement, African American Heritage, American Revolution, American Revolutionary War, Animals, Architecture and Building, Arts, Battlefields, Enslavement, Infantry and Militia, Military, Poetry and Literature, Sculpture, Social Movements, Wars and Conflicts, Women's History","Minute Man Fees (0.0000)"
"Minuteman Missile","MIMI","National Historic Site",0,"Midwest ","SD","43.89558013","-102.0272131",1999-11-29,21,"39.22","3.65","43.8","125,776","97,534",10481.3333333333,8127.83333333333,"Bookstore and Park Store, Guided Tours, Junior Ranger Program, Museum Exhibits, Park Film, Shopping","Cold War, Engineering, Military, Science, Technology and Innovation, Social Movements, Tragic Events, US Air Force (Army Air Corps), Wars and Conflicts","Park Entrance Fee (0.0000), Delta-01 Tour expanded amenity fee - Adult (12.0000), Delta-01 Tour expanded amenity fee - Youth (ages 6-16) (8.0000)"
"Mill Springs Battlefield","MISP","National Monument",0,NA,"KY","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guided Tours, Museum Exhibits, Self-Guided Tours - Auto","Civil War, Wars and Conflicts",NA
"Mississippi","MISS","National River and Recreation Area",0,"Midwest ","MN","44.942487","-93.098712",1988-11-18,32,"91.74","53,683.26","53,775.00","374,682","637,842",31223.5,53153.5,"Biking, Birdwatching, Boating, Canoeing, Compass and GPS, Cross-Country Skiing, First Person Interpretation, Fishing, Freshwater Fishing, Front-Country Hiking, Geocaching, Hiking, Historic Weapons Demonstration, Hunting, Hunting and Gathering, Junior Ranger Program, Kayaking, Living History, Mountain Biking, Museum Exhibits, Paddling, Reenactments, Road Biking, Skiing, Snow Play, Wildlife Watching","Arts, Dams, Dunes, Forts, Grasslands, Industry, Mills, Music, Photography, Prairies, Transportation, Waterfalls","Fees (0.0000)"
